5000.0000000000009,-56.875068319253792
5081.9490590322002,-57.925677294586436
5165.2412477196522,-57.175736924891282
5249.8985797046371,-57.059200401851243
5335.9434294288931,-63.917403601758323
5423.3985380470413,-66.941191887280482
5512.2870194369534,-60.851895252220196
5602.6323663086059,-59.974699074452111
5694.4584564130737,-54.197302385341047
5787.7895588532738,-51.814242287926852
5882.6503404981559,-48.631616300289039
5979.0658725020112,-45.777554972996477
6077.0616369306254,-42.626029905746933
6176.6635334960538,-40.932953241378115
6277.8978864017536,-38.671487900350954
6380.7914512999259,-37.11167239680573
6485.3714223628722,-35.287264939924519
6591.6654394702618,-33.710023233017559
6699.7015955141942,-32.024969447908404
6809.5084438239746,-30.359638174857665
6921.1150057126133,-28.886876959580462
7034.5507781469714,-27.375947578694898
7149.8457415436451,-26.191652592703861
7267.0303676926187,-24.764915531410917
7386.135627810786,-23.465576935511663
7507.193000727445,-22.307430085777344
7630.2344812039901,-21.088108764652908
7755.2925883899325,-19.955090000533161
7882.4003744175216,-18.844454178753733
8011.591433137236,-17.766820443383409
8142.89990899644,-16.723467763889023
8276.3605060635673,-15.800012138517925
8412.0084972002023,-14.816693536703609
8549.8797333834846,-13.881801299251428
8690.0106531813344,-12.973096953059517
8832.4382923829362,-12.126745074756256
8977.2002937870839,-11.310534712190556
9124.3349171509708,-10.54008683264543
9273.8810493020046,-9.7691665283494551
9425.8782144153738,-9.022808412874447
9580.36658446006,-8.3620162576655144
9737.3869898160665,-7.6750732022451391
9896.9809300656289,-7.0558781599066389
10059.190584961329,-6.5214595294173039
10224.058825573955,-5.9395825784869558
10391.629225623084,-5.3951054929719575
10561.946072993345,-4.9105452680379349
10735.054381439473,-4.4627917578476453
10910.999902483165,-4.0166144374482116
11089.829137504948,-3.6227592723303919
11271.589350034226,-3.2907611316203571
11456.328578240758,-2.9677887398309144
11644.095647630866,-2.6470135605982561
11834.94018395172,-2.4162043890194846
12028.912626307159,-2.165941277982756
12226.064240488446,-1.9951722289557359
12426.447132523492,-1.8129268293977447
12630.114262448227,-1.668414737032335
12837.119458303587,-1.5405373767034396
13047.517430361968,-1.449945174189962
13261.363785586847,-1.4026784514365933
13478.715042329351,-1.3594473139262688
13699.62864526576,-1.3251524780646649
13924.162980579777,-1.3210988639682117
14152.377391393678,-1.3256208884281804
14384.332193452332,-1.3530005223996113
14620.088691064331,-1.3566637456639303
14859.709193304336,-1.3961387775584633
15103.257030481018,-1.4374732509880639
15350.796570874892,-1.511913304762448
15602.393237750473,-1.5942403969039176
15858.113526647272,-1.664306207445313
16118.02502295418,-1.7599586940034024
16382.196419771886,-1.8793168986189444
16650.697536068081,-2.0424121604474492
16923.599335130188,-2.2141018180937202
17200.973943320565,-2.42259845155706
17482.894669139067,-2.7156490253413827
17769.436022598064,-3.0701188544652642
18060.673734915021,-3.479680049029501
18356.684778527786,-4.011950498138531
18657.547387437997,-4.5986535488525657
18963.341077887839,-5.314753664920949
19274.14666937575,-6.2057989250358307
19590.046306016538,-7.1760430541861844
19911.123478251593,-8.3475844626374638
20237.463044914926,-9.6647850555460106
20569.151255660858,-11.255368805374303
20906.275773759335,-12.957094553836448
21248.925699264786,-15.012022608699368
21597.191592564759,-17.469379456534472
21951.165498314524,-20.663760474649337
22310.940969763913,-22.928601789483558
22676.613093482934,-22.856771750624517
23048.278514492566,-27.418258117556014
23426.035461807511,-34.522433762102594
23809.983774397522,-40.688288278393955
24200.224927574283,-47.2800682391903
24596.862059810741,-33.181631714409747
25000,-37.464465834220036
